id,name,lat,lon
1,Bach Dang,10.775478442077494, 106.7072459543832
2,Ba Son,10.782594335828275, 106.70908940966285
3,Binh An,10.79731044717267, 106.72875590316022
4,Thao Dien,10.802791845160394, 106.72750274947914
5,Thanh Da,10.819482271926283, 106.71662963925766
6,Hiep Binh Chanh,10.827492727157349, 106.73153622082171
7,Linh Dong,10.835106489317255, 106.74631198643387
